Sample,0_Mean_Ang,0_Variance_Ang,0_Skewness_Ang,0_Kurtosis_Ang,0_Standard_dev_Ang,0_Max_Ang,Dyn_Range_Ang,0_Mean_bra,0_Variance_bra,0_Skewness_bra,0_Kurtosis_bra,0_Standard_bra,0_Max_bra,Dyn_Range_bra,0_Mean_thr,0_Variance_thr,0_Skewness_thr,0_Kurtosis_thr,0_Standard_dev_thr,0_Max_thr,Dyn_Range_thr,DRIVER
1,0.558604972,0.170896092,-0.032529399,-1.114459661,0.413395805,1.307642053,1.541463862,0,0,0,-3,0,0,0,0.676931841,1.22E-05,-0.324239628,-1.873362127,0.003488555,0.679931302,0.007141888,0
2,-0.264573434,0.470466283,-0.108305239,-0.588645659,0.685905447,0.963010009,2.73535023,0,0,0,-3,0,0,0,0.593708952,0.010926629,-1.258955881,0.205667957,0.104530516,0.672789414,0.382515261,0
3,-4.168808522,0.783077539,1.397149786,2.307700277,0.884916685,-1.643078302,4.003450501,0,0,0,-3,0,0,0,0.388789889,0.012319629,-0.681400534,0.560381077,0.110993825,0.557768147,0.540500258,0
4,-6.279611689,0.188675328,-0.145459736,-1.471533753,0.434367734,-5.683589017,1.214816631,0,0,0,-3,0,0,0,0.587533098,0.000147448,-0.530776563,-1.470823403,0.012142832,0.597934477,0.036075411,0
5,-4.95220634,1.821852952,0.726792416,-0.891224303,1.349760331,-2.307934725,4.216206064,0,0,0,-3,0,0,0,0.593350391,2.16E-05,-1.148240956,0.519512993,0.004645349,0.597934477,0.01586089,0
6,-1.017128708,0.883442422,-0.339715725,-1.553533191,0.939916178,0.406113339,2.809485559,0.054198495,0.005768636,0.860670342,-1.009130144,0.075951538,0.217306998,0.217306998,0.296945979,0.066787432,-0.178497171,-1.873335761,0.258432645,0.582073587,0.582073587,0
7,-0.233760277,3.75E-07,9.84937059,95.01010101,0.000612239,-0.227668577,0.006153232,0.115356758,0.023148099,0.837950957,-0.862775306,0.152144995,0.440203077,0.440203077,0.172300109,0.052394707,0.786958828,-1.221090846,0.228898902,0.590036527,0.590036527,0
8,0.152782192,0.829749774,-1.586407645,1.614761665,0.910906018,0.824549993,3.289497542,0,0,0,-3,0,0,0,0.62539656,0.000394358,0.188365118,-1.54031514,0.019858443,0.654700637,0.060707078,0
9,-11.23670973,32.06147755,0.374744316,-1.501538303,5.662285541,-2.464947549,14.83599808,0,0,0,-3,0,0,0,0.66054255,3.81E-05,-0.866866073,0.21642998,0.006174625,0.669198607,0.021829228,0
10,-8.407534438,67.48065723,0.397128125,-1.611555508,8.214661114,3.718566601,20.52612637,0,0,0,-3,0,0,0,0.658345543,0,0,-3,0,0.658345543,0,0
11,-0.089734827,1.80513645,0.299271318,-1.214719936,1.343553665,2.437238379,4.292679239,0,0,0,-3,0,0,0,0.659395446,8.83E-06,-1.35906091,1.758648411,0.0029717,0.661976772,0.010934822,0
12,-0.817823082,1.211016807,0.268587405,-1.413333003,1.100462088,1.436888078,3.726351614,0,0,0,-3,0,0,0,0.42521351,0.049823559,-0.552341009,-1.369224542,0.223211916,0.65104195,0.626633997,0
13,0.351380169,0.009438371,0.416797108,-1.271692487,0.09715128,0.516873619,0.270745342,0,0,0,-3,0,0,0,0.137448877,0.002600778,-0.942153278,0.31947974,0.05099782,0.211461215,0.201386463,0
14,0.107311735,0.000802918,4.69485534,20.04166667,0.028335808,0.246128277,0.144600565,0.235743414,0.009171785,-1.468487766,0.665881076,0.095769439,0.311655679,0.311655679,0.002845582,0.000206683,5.112674256,25.25119569,0.01437646,0.093078086,0.093078086,0
15,-0.403259344,0.148713213,-0.068564987,-1.386718358,0.385633522,0.129217121,1.166074229,0.284216834,0.000587307,-0.426801017,-1.326201381,0.024234427,0.311655679,0.065638015,0,0,0,-3,0,0,0,0
16,0.092513302,0.002289935,0.442087529,-1.683442187,0.047853261,0.159983158,0.107681019,0.259219303,7.07E-06,0.628970902,-1.604395604,0.002659726,0.262843899,0.005576301,0,0,0,-3,0,0,0,0
17,0.052302139,4.33E-34,0,-3,2.08E-17,0.052302139,0,0.211427888,0.00062822,0.428569423,-0.443303208,0.025064321,0.257267598,0.100094901,0,0,0,-3,0,0,0,0
18,0.064485477,0.001122779,2.727782137,5.96648989,0.0335079,0.181519405,0.129217266,0.037116319,0.002255713,0.788337824,-0.763049832,0.047494347,0.150950926,0.150950926,0.256546238,0.048596244,-0.267201718,-1.853940493,0.220445558,0.549534057,0.549534057,0
19,-1.684420764,6.271961851,-0.968786624,-0.567518644,2.504388518,0.181519405,7.401789715,0,0,0,-3,0,0,0,0.45569605,0.002945984,0.524882605,-1.454184663,0.054276916,0.541229304,0.143611893,0
20,-15.32704931,10.67436058,0.797287622,-0.271065762,3.267163997,-7.31934085,11.59918079,0,0,0,-3,0,0,0,0.565587722,3.85E-05,-2.163788487,6.476023818,0.006201168,0.574029075,0.032799771,0
21,-7.50420186,45.77414192,0.171426482,-1.73808214,6.765659016,1.553829868,16.56434662,0,0,0,-3,0,0,0,0.574391136,1.33E-06,2.865311887,6.21001221,0.001151279,0.57805197,0.004022895,0
22,-0.093404427,1.785606966,-0.754225174,-1.180210905,1.336266053,0.993779476,3.474121203,0,0,0,-3,0,0,0,0.607419689,0.000197818,-1.023652814,-0.510779973,0.014064793,0.61740187,0.0393499,0
23,0.335447587,0.121220153,-0.012625675,-0.136007069,0.348166846,0.947625357,1.39681198,0.148755498,0.020602198,0.229639037,-1.610549858,0.143534657,0.368129684,0.368129684,0.101807612,0.03780009,1.809587686,1.657566046,0.194422453,0.61740187,0.61740187,0
24,0.342952991,0.054494976,1.983396914,2.122067605,0.23344159,0.938394592,0.701496167,0.018816752,0.003496342,3.023806342,7.451270092,0.059129871,0.228893679,0.228893679,0.171423275,0.011486385,0.05744561,-1.188858151,0.107174552,0.337734904,0.337734904,0
25,0.938394592,4.93E-32,0,-3,2.22E-16,0.938394592,0,0.131103305,0.014603203,0.239925438,-1.670558299,0.120843714,0.290274153,0.287446405,0,0,0,-3,0,0,0,0
26,0.474169476,0.911108799,-1.482866551,0.564658197,0.954520193,1.024549168,3.003107731,0.000560293,4.92E-06,3.951298666,13.9454076,0.002218339,0.010074752,0.010074752,0.454178794,0.019055098,-2.773130562,5.994945137,0.138040204,0.520150161,0.520150161,0
27,-7.097190942,17.44702738,-0.284336684,-1.543751671,4.176963895,-2.000104882,11.6142172,0,0,0,-3,0,0,0,0.429461895,0.002432129,-0.336850426,-0.878459007,0.049316617,0.507278702,0.169543798,0
28,-11.9150212,5.518625593,1.536228817,1.027052212,2.349175513,-5.572413882,8.400585288,0,0,0,-3,0,0,0,0.428215557,0.006315111,0.31767841,-1.566869828,0.079467674,0.537050047,0.199315143,0
29,-4.813480851,3.397777273,1.84971215,2.365239317,1.843306071,1.169169925,7.189475517,0,0,0,-3,0,0,0,0.580872607,0.001017435,-1.436802772,0.340883524,0.031897253,0.601859412,0.09458071,0
30,0.170189462,1.676343752,0.227097773,-1.237710287,1.294736943,2.43415961,3.920285745,0,0,0,-3,0,0,0,0.595727563,3.83E-06,0.241746889,-1.941558442,0.00195622,0.597934477,0.003940918,0
31,0.502170595,1.16373581,-1.32516208,0.520291445,1.078765873,1.590759888,3.981817304,0,0,0,-3,0,0,0,0.600988803,1.64E-05,0.93079545,-0.362493153,0.004050511,0.609661844,0.015668285,0
32,-3.856588192,3.655596841,-0.135948479,-1.112905585,1.911961517,-1.138399088,6.054010664,0.023356128,0.003494446,2.395062386,4.208813358,0.059113842,0.217306998,0.217306998,0.354768675,0.03742882,-0.776246549,-0.623444827,0.193465293,0.586063247,0.586063247,0
33,-3.046999833,4.047060282,-0.574493219,-1.007043883,2.011730668,-0.396883374,6.337560644,0,0,0,-3,0,0,0,0.495697569,0.003052265,0.34543647,-1.240860506,0.05524731,0.590036527,0.187593769,0
34,-7.270534657,1.794790825,0.743600221,-0.16269185,1.339698035,-3.937386102,4.994400186,0,0,0,-3,0,0,0,0.60698152,6.71E-05,-1.10458456,-0.077435065,0.00819008,0.613539595,0.023503068,0
35,-1.354372418,5.667918647,-0.05255103,-1.596773787,2.380739097,2.009339086,6.594209663,0.024365924,0.00405101,2.442111984,4.28050547,0.063647548,0.223117679,0.223117679,0.312777781,0.047748495,-0.078448899,-1.430566382,0.218514289,0.605768491,0.605768491,0
36,-0.071044538,0.263214475,-0.689359443,-0.456277349,0.51304432,0.615328459,1.661416547,0,0,0,-3,0,0,0,0.486760989,0.014621462,-0.996536087,1.642331668,0.120919238,0.632538109,0.593979191,0
37,-0.217894511,0.345578781,-0.074777582,-1.407059461,0.587859491,0.664556398,1.719875488,0,0,0,-3,0,0,0,0.633367031,5.76E-05,3.68410019,15.25508893,0.007591222,0.676366946,0.047572444,0
38,0.412858562,0.276439292,-1.082548885,0.718217353,0.525774944,0.984548613,2.039867703,0,0,0,-3,0,0,0,0.727104039,0.000148791,-1.381953555,1.809018902,0.012197974,0.738599046,0.055116469,0
39,-0.521484016,6.409465672,-1.098897634,-0.173417809,2.531692255,1.590759888,8.63150742,0,0,0,-3,0,0,0,0.683855148,0.001065317,-0.277517245,-1.510407141,0.032639195,0.728500991,0.0922337,0
40,-5.919492004,6.4194135,0.127135551,-1.438767124,2.533656153,-2.424923336,8.112335244,0,0,0,-3,0,0,0,0.627698228,1.53E-05,-0.097307156,-0.647724922,0.003913803,0.636267291,0.015003733,0
41,-5.100346479,19.70618514,-0.498094363,-1.39969458,4.439164915,0.932240759,12.84040104,0,0,0,-3,0,0,0,0.625036356,1.23E-32,0,-3,1.11E-16,0.625036356,0,0
42,0.817357398,2.394677335,-0.48889601,-1.26477305,1.547474502,2.828289106,4.495988206,0.041146351,0.005855732,1.64988971,1.172138745,0.076522752,0.234635408,0.234635408,0.208755988,0.058255614,0.752942576,-1.26618486,0.241361998,0.621263558,0.621263558,0
43,1.21641092,2.749186935,-1.310013709,0.286422041,1.658067229,2.772858664,5.582670729,0,0,0,-3,0,0,0,0.22842377,0.00697282,-0.239394831,-1.173469443,0.083503411,0.353051621,0.266622809,0
44,-2.390632742,0.417145708,-1.019588043,-0.020326799,0.645868182,-1.615380187,2.198721971,0.143088847,0.010295193,-0.582535986,-1.518907189,0.101465232,0.251658979,0.251658979,0.053894585,0.007980733,1.234501544,-0.084772278,0.089334949,0.311655679,0.311655679,0
45,-2.152983896,0.065181918,-0.130611985,-1.656892335,0.255307498,-1.880063851,0.754227487,0.007848404,0.000193233,1.880895011,2.215872139,0.01390082,0.045544167,0.045544167,0.157485019,0.017572902,-0.148488537,-1.703634825,0.132562824,0.35810379,0.35810379,0
46,-0.912929251,0.739029501,0.289477849,-1.534750252,0.859668251,0.461493311,2.406193813,0,0,0,-3,0,0,0,0.566456,0.00343767,-1.712607097,2.184602596,0.058631646,0.61740187,0.244297925,0
47,-0.527258397,0.893651828,-1.568063168,0.944062122,0.945331597,0.129217121,3.222369799,0,0,0,-3,0,0,0,0.574245637,0.002221598,-1.455828828,2.140811443,0.047133827,0.61740187,0.205380005,0
48,-0.600265326,5.293093283,0.246371819,-1.509791979,2.300672355,2.822130067,6.174036499,0,0,0,-3,0,0,0,0.564938763,0.00019878,0.31249881,-1.476443826,0.014098919,0.586063247,0.03652919,0
49,-5.091295389,10.06764258,0.123461738,-1.370108382,3.172954865,0.603021531,10.1097393,0,0,0,-3,0,0,0,0.551019346,3.92E-06,0.583333333,-1.659722222,0.001980385,0.553659859,0.004125802,0
50,-6.715138346,2.079814494,-0.110367805,-1.226235648,1.442156196,-4.427584815,4.609811038,0,0,0,-3,0,0,0,0.549082492,0.000236356,-2.148387311,3.405956377,0.01537387,0.557768147,0.054818259,0
51,0.311429666,3.548785255,-1.599659307,1.888300801,1.883821981,2.38182137,7.880127592,0.704982717,0.133615231,-1.108780168,-0.356475719,0.365534172,1,1,0.061853118,0.022801669,2.17770999,2.977698018,0.151002217,0.498601623,0.498601623,0
52,-1.243018734,1.086937414,0.890157805,-1.110565924,1.042562906,0.510720234,2.609325426,0.222996711,0.127744449,1.086776208,-0.659384177,0.357413555,0.94037287,0.94037287,0.389561716,0.067518304,-0.779720879,-1.307300507,0.259842844,0.609661844,0.609661844,0
53,-1.653978926,0.030004972,-0.215411752,-1.657317652,0.173219432,-1.421501357,0.49241955,0,0,0,-3,0,0,0,0.620756796,5.78E-05,-0.561189478,-1.414570676,0.007605421,0.628794502,0.019132658,0
54,-0.064009088,1.357931503,-0.08813669,-1.531432556,1.165303181,1.498435782,3.113815969,0,0,0,-3,0,0,0,0.653473803,0.000394519,-0.022754462,-1.727320296,0.019862513,0.679931302,0.0511368,0
55,0.114325697,0.543882859,-0.507325871,-0.769548229,0.737484142,1.421501357,2.77837935,0,0,0,-3,0,0,0,0.657922218,4.46E-05,0.587872625,-0.779834703,0.006675633,0.672789414,0.021747464,0
56,-2.486216454,0.990979268,-0.229575241,-1.248566837,0.995479416,-1.236866703,2.937881425,0,0,0,-3,0,0,0,0.625245038,0.000532253,-0.616521968,-0.746635824,0.023070603,0.65104195,0.068968363,0
57,-4.758742703,2.980503887,-0.188973882,-1.551901262,1.726413591,-2.33564186,4.869150199,0.134776257,0.035657657,0.841218705,-1.11611175,0.18883235,0.480993441,0.480993441,0.272290998,0.05409497,-0.168385866,-1.784681571,0.232583255,0.57805197,0.57805197,0
58,-5.110260359,6.285964378,-1.411236636,0.604544502,2.507182558,-3.330341637,8.443316713,0,0,0,-3,0,0,0,0.495735438,0.000478341,-1.54625583,1.750927912,0.021871001,0.520150161,0.09393511,0
59,-10.97057946,3.937138279,0.455354873,-1.200243947,1.984222336,-7.660026933,5.743684577,0,0,0,-3,0,0,0,0.534192841,0.000336112,-0.616661832,-1.276655664,0.018333361,0.549534057,0.050932434,0
60,-11.89745373,10.72843762,1.648392604,1.824164565,3.275429379,-2.117074533,12.33796727,0,0,0,-3,0,0,0,0.55093028,1.65E-05,-1.295812147,0.391075133,0.004065512,0.553659859,0.012430555,0
61,0.205550485,1.080385873,0.849940643,0.135272917,1.039416121,2.631212203,4.609770766,0,0,0,-3,0,0,0,0.611519348,0.001667376,-0.39066793,-1.178029753,0.040833521,0.683482577,0.142253273,0
62,0.699368121,0.679753906,0.82983435,-0.519599917,0.824471895,2.298699107,2.695582481,0.147430049,0.049860327,0.95519382,-0.966450018,0.223294262,0.553659859,0.553659859,0.454821722,0.115878259,-0.500971842,-1.655720599,0.340408959,0.761759296,0.761759296,0
63,-1.22892732,0.220585823,0.443541173,1.835748112,0.46966565,0.230745193,2.483266907,0.58381215,0.06662118,-1.472769119,0.853668916,0.25811079,0.869910795,0.869910795,0.055689025,0.022897087,2.457185293,4.195272976,0.151317834,0.507278702,0.507278702,0
64,-2.251875295,0.000210632,0.141415747,-1.555653045,0.014513162,-2.215580623,0.052333427,0.280863496,0.072522663,-0.012127919,-1.898131858,0.269300321,0.654700637,0.654700637,0.215669325,0.060787562,0.321507827,-1.846365133,0.246551338,0.528636995,0.528636995,0
65,-1.548237873,0.2096348,-0.304717964,-1.780014586,0.45785893,-1.14147616,1.067947685,0.08151935,0.025988921,1.82622287,1.810620891,0.161210796,0.520150161,0.520150161,0.095782895,0.019008679,1.667217809,1.427134382,0.137871966,0.472076341,0.472076341,0
66,-0.76853087,0.585996826,2.45440457,5.289738363,0.765504295,2.357192149,3.578673105,0.092008361,0.017739389,0.886410005,-1.034332872,0.133189297,0.337734904,0.337734904,0.344765942,0.070738599,-0.471599862,-1.715061749,0.265967289,0.582073587,0.582073587,0
67,12.809116,33.6668953,-0.395781593,-1.251779604,5.802318097,19.47090919,16.98440975,0,0,0,-3,0,0,0,0.585899568,8.53E-06,0.358897704,-0.259136895,0.002920312,0.593993559,0.011919972,0
68,16.09869149,23.34001176,-1.364213472,0.581147529,4.831150149,19.47090919,16.59950609,0,0,0,-3,0,0,0,0.614317978,0.000208922,-0.1052208,-1.73264699,0.014454145,0.639982157,0.045988598,0
69,0.425133454,2.993396609,-0.256834424,-1.315410434,1.730143523,3.022312199,5.311775735,0,0,0,-3,0,0,0,0.584000672,0.010376463,-1.470161903,0.592751518,0.101864923,0.65104195,0.339386271,0
70,5.053156753,12.20516286,-0.822706381,0.266602917,3.493588822,9.727561463,12.37109024,0,0,0,-3,0,0,0,0.444420217,0.021368809,-0.837859789,0.112167868,0.146180742,0.621263558,0.603995669,0
71,15.12470299,11.64730035,-0.438356755,-1.485335047,3.41281414,18.54352377,8.837740553,0,0,0,-3,0,0,0,0.606373348,0.000736375,-2.27443066,4.798976766,0.027136238,0.621263558,0.127029826,0
72,-7.34430391,147.0186537,1.144327357,-0.30477837,12.12512489,17.34874367,34.30899198,0,0,0,-3,0,0,0,0.392895368,0.029930951,-0.186422562,-1.146505608,0.173005639,0.632538109,0.629710361,0
73,-13.60951625,2.240416371,-0.60576602,-0.212657741,1.496802048,-11.56731034,5.38657413,0,0,0,-3,0,0,0,0.671958325,0.000360626,-0.491044734,-0.469760871,0.018990167,0.701046061,0.068507952,0
74,-3.33327762,13.78324268,-1.178288207,-0.124985257,3.71257898,0.56917759,12.34909073,0.145964106,0.022831097,0.542868482,-1.130088059,0.151099624,0.421507081,0.421507081,0.182436949,0.066174753,0.856284864,-1.077336708,0.257244539,0.647369379,0.647369379,0
75,-1.438920432,0.008148136,3.262369563,11.46105363,0.090267029,-0.978394715,0.513886236,0.11247167,0.033450779,1.046609719,-0.856631241,0.182895541,0.430900228,0.430900228,0.412745674,0.070258599,-0.867645519,-1.177588689,0.265063387,0.621263558,0.621263558,0
76,12.14240296,66.10888984,-0.120503468,-1.452168822,8.130737349,22.43657875,23.34112736,0,0,0,-3,0,0,0,0.618552182,2.08E-05,-1.256815079,-0.227780252,0.004555679,0.621263558,0.011601714,0
77,13.09908989,69.86183604,-0.220380528,-1.654676011,8.358339311,22.43657875,21.03661867,0,0,0,-3,0,0,0,0.624621348,1.39E-06,-2.492890811,4.214504597,0.00118047,0.625036356,0.003772798,0
78,5.790422559,3.693653399,-0.124132944,-0.400311551,1.921887978,9.733784019,7.524360174,0,0,0,-3,0,0,0,0.620070223,2.22E-05,-0.3610617,-1.475335339,0.004711107,0.625036356,0.011496761,0
79,5.854288563,23.88107561,-0.29163193,-1.22974938,4.886826742,12.02393487,14.82758797,0,0,0,-3,0,0,0,0.621151205,1.83E-05,-1.598346848,2.549624028,0.004276307,0.625036356,0.019267865,0
80,-0.608068117,0.927322791,-0.732280307,-0.791582684,0.962976007,0.421496633,3.178958314,0,0,0,-3,0,0,0,0.290006229,0.034163203,0.454557943,-1.141781067,0.184832906,0.601859412,0.59178466,0
81,-0.14343186,0.124879753,0.741150824,-1.425685435,0.353383295,0.427649957,0.818380025,0.03344808,0.003853134,1.659316387,1.198523982,0.06207362,0.187718422,0.187718422,0.119382507,0.009098151,-0.015036319,-1.236435167,0.095384227,0.295663987,0.295663987,0
82,-0.390730068,1.23E-32,0,-3,1.11E-16,-0.390730068,0,0,0,0,-3,0,0,0,0.363267132,0.021901089,-0.709867859,-1.139864726,0.147990165,0.502949888,0.471427006,0
83,-0.165459016,0.115371667,1.782846521,1.683578398,0.339664051,0.71378472,1.104514788,0,0,0,-3,0,0,0,0.496346263,0.000554968,-0.520533633,0.132649038,0.023557757,0.537050047,0.09684697,0
84,0.339351571,0.043443291,-0.784312986,-0.604078485,0.208430543,0.670709916,0.692246089,0,0,0,-3,0,0,0,0.441560394,0.012372739,-1.771906422,2.692869239,0.111232816,0.532852664,0.508444711,0
85,1.208083297,1.279176496,0.337915437,-1.478403737,1.13100685,2.929916981,2.951453154,0,0,0,-3,0,0,0,0.513944959,0.001445502,-1.595530327,2.607460379,0.038019753,0.561859066,0.188755121,0
86,4.280764473,0.471082849,-0.458691475,-0.72442862,0.686354755,5.282199441,2.543213935,0,0,0,-3,0,0,0,0.436336267,0.013076649,-1.719259639,2.35957012,0.114353177,0.537050047,0.498491129,0
87,5.319485641,3.580715813,0.202195742,-1.267523445,1.892277943,8.906940403,5.786066537,0.173976227,0.045203876,0.467223214,-1.710640059,0.212612031,0.463076309,0.463076309,0.147169146,0.020018466,0.222294524,-1.564039515,0.14148663,0.392749183,0.392749183,0
88,3.666398882,0.542255918,0.880994412,-0.394179334,0.736380281,5.195773252,2.687721653,0.209017607,0.038097925,0.009915886,-1.774311945,0.195186897,0.476545161,0.476545161,0.208473128,0.059758503,0.357984381,-1.83334319,0.244455523,0.545390589,0.545390589,0
89,4.354073551,3.554982801,-1.1101571,-0.312201971,1.885466203,5.88127506,5.656683097,0,0,0,-3,0,0,0,0.647717565,0.002923842,-0.168742699,-1.169718122,0.05407256,0.725111421,0.171451562,0
90,-12.20126521,0.8368924,0.277310475,-1.483110246,0.914818233,-10.83350845,2.43196713,0,0,0,-3,0,0,0,0.619319208,3.58E-05,-3.317338105,10.40016509,0.005986548,0.621263558,0.031227031,1
91,-11.31695661,2.987013502,1.193171772,0.259553988,1.728297863,-6.480851621,6.125664579,0,0,0,-3,0,0,0,0.496727036,0.010905401,-0.302958918,-1.353511441,0.104428926,0.621248791,0.309593112,1
92,-3.413383448,1.278080352,0.178519128,0.127835045,1.130522159,-1.209172408,5.148011664,0,0,0,-3,0,0,0,0.22757555,0.011778532,-0.714443509,-1.017670519,0.108528946,0.373103945,0.370276197,1
93,-3.271007527,0.534016393,1.613714874,0.760202026,0.730764253,-1.692320139,1.992348699,0,0,0,-3,0,0,0,0.386648329,0.035063867,-0.998924216,-0.340186374,0.187253483,0.57805197,0.560784081,1
94,-1.692320139,0,0,-3,0,-1.692320139,0,0,0,0,-3,0,0,0,0.404363313,0.071974034,-0.54924094,-1.427433946,0.268279768,0.672789414,0.662714662,1
95,-0.52416198,1.000022603,0.107557359,-1.756744357,1.000011301,0.658402885,2.350723024,0,0,0,-3,0,0,0,0.588796416,0.002094972,-2.688014599,6.584379247,0.04577086,0.621248791,0.209226926,1
96,0.57653291,0.041421066,-2.61473324,5.731307709,0.203521659,0.658402885,0.886071462,0,0,0,-3,0,0,0,0.561217183,0.000455222,1.146771955,-0.411396325,0.02133594,0.601859412,0.056468823,1
97,-3.205177561,1.620842768,0.432509223,-0.131173099,1.273123234,-0.283047738,5.236872474,0,0,0,-3,0,0,0,0.54592924,1.94E-06,2.200393824,2.84173298,0.001393463,0.549534057,0.004143468,1
98,-9.213355808,3.280509192,0.330938924,-1.024320496,1.811217599,-5.597118044,6.245348976,0,0,0,-3,0,0,0,0.570543496,0.001712814,1.404342135,0.461550144,0.041386161,0.683482577,0.138091988,1
99,-11.99402939,0.185698367,-0.497835139,2.506087221,0.430927334,-10.47803487,2.5707804,0,0,0,-3,0,0,0,0.694118437,0.007079874,-1.243082143,0.368790179,0.084141987,0.765023115,0.288477954,1
100,0.643366145,19.23181298,-1.32564248,0.030361727,4.385409101,3.53676298,13.72503701,0,0,0,-3,0,0,0,0.459673922,0.020965757,-1.356482535,0.897506045,0.144795571,0.590036527,0.558513645,1
101,4.616341804,3.607303124,0.146321473,-1.740740054,1.899290163,7.003611638,4.597160703,0,0,0,-3,0,0,0,0.58098876,0.000153748,-1.331833569,1.066051129,0.0123995,0.590036527,0.048807223,1
102,0.199672805,15.04367806,0.486267812,-1.326788412,3.878618061,6.935535096,10.60787772,0,0,0,-3,0,0,0,0.422286158,0.002638,0.842674945,-0.63923097,0.051361462,0.541229304,0.168125359,1
103,-3.961245288,0.004574992,3.229504555,9.206137067,0.067638691,-3.672342628,0.311278596,0,0,0,-3,0,0,0,0.381353339,0.012953166,-0.013652067,-1.637348309,0.113811979,0.524402881,0.295509202,1
104,-2.405379668,0.953445642,-0.286958629,-1.534960537,0.976445411,-1.427656036,2.552882784,0.234170031,0.072573613,0.358710618,-1.7787318,0.269394902,0.597934477,0.597934477,0.227811148,0.047708822,0.020008301,-1.835596136,0.218423491,0.515878669,0.515878669,1
105,-1.448058895,3.38E-05,0.668216795,-1.546510095,0.005817029,-1.439965432,0.012309449,0.360888481,0.001863496,1.916264817,2.637406063,0.043168229,0.507278702,0.179891304,0,0,0,-3,0,0,0,1
106,-1.348915576,0.055803868,2.40433284,4.518496378,0.236228423,-0.489183421,0.96309146,0.047497431,0.011909953,1.923829362,1.802223573,0.10913273,0.327387398,0.327387398,0.514346968,0.067535968,-1.258709176,-0.093933387,0.259876833,0.701046061,0.701046061,1
107,3.18115668,6.049500959,0.521752076,-0.64467996,2.459573329,8.683385356,9.129495309,0,0,0,-3,0,0,0,0.55638342,0.016693865,-0.188941986,-1.633244069,0.129204742,0.701046061,0.353073124,1
108,13.75462919,3.464991237,-1.263741702,0.294782991,1.861448693,15.4120084,6.635487702,0,0,0,-3,0,0,0,0.553475587,0.023770218,-0.293939719,-1.66772605,0.154175933,0.738599046,0.390626109,1
109,8.919173386,29.30054885,-0.566152775,-1.256651236,5.412998139,14.47396118,15.09544311,0,0,0,-3,0,0,0,0.741205917,2.82E-06,-2.247791845,4.211035286,0.001678354,0.741941783,0.006697061,1
110,0.969697518,3.5905365,-0.127623994,-1.420642378,1.894871104,3.3611486,5.4320501,0,0,0,-3,0,0,0,0.696403904,0.000543433,0.141984176,-1.470102935,0.023311645,0.735244722,0.066046115,1
111,-0.15561696,0.133059868,-0.060428966,-1.516310881,0.364773722,0.507643543,1.116818536,0,0,0,-3,0,0,0,0.653368124,0.000293927,-1.495217311,0.556016742,0.017144294,0.669198607,0.055659012,1
112,1.174389638,0.281842112,1.820324698,4.533458714,0.530888041,3.145515401,3.256272913,0,0,0,-3,0,0,0,0.437736666,0.034770328,-0.76104719,-1.200821816,0.186468034,0.613539595,0.500783492,1
