Sample,0_Mean_Ang,0_Variance_Ang,0_Skewness_Ang,0_Kurtosis_Ang,0_Standard_dev_Ang,0_Max_Ang,Dyn_Range_Ang,0_Mean_bra,0_Variance_bra,0_Skewness_bra,0_Kurtosis_bra,0_Standard_bra,0_Max_bra,Dyn_Range_bra,0_Mean_thr,0_Variance_thr,0_Skewness_thr,0_Kurtosis_thr,0_Standard_dev_thr,0_Max_thr,Dyn_Range_thr,DRIVER
234,-0.982561126,4.974595356,1.083585079,-0.449307518,2.230380092,3.903481618,6.547010396,0,0,0,-3,0,0,0,0.507278702,1.23E-32,0,-3,1.11E-16,0.507278702,0,2
235,0.390735579,3.796717002,-0.58283474,-1.302093953,1.948516616,2.997672882,5.576540694,0,0,0,-3,0,0,0,0.517598386,6.56E-05,-0.423284169,-1.764286032,0.008101904,0.524402881,0.017124179,2
236,14.253574,148.6267552,0.579760669,-0.996472428,12.19125733,37.55865135,36.54333311,0,0,0,-3,0,0,0,0.300084097,0.014490965,1.052701557,-0.737777562,0.120378424,0.524402881,0.307095883,2
237,13.56470214,282.8633801,0.337357722,-1.615773198,16.81854275,37.63772772,41.66450355,0,0,0,-3,0,0,0,0.322132695,0.014564601,1.207756538,-0.18617739,0.120683887,0.582073587,0.358955908,2
238,0.67783586,2.365991809,-0.980046529,-0.643260997,1.538178081,1.849285154,4.298838665,0,0,0,-3,0,0,0,0.624865053,0.000240113,-0.410250327,0.973262686,0.015495576,0.65104195,0.068968363,2
239,1.629398754,1.126522772,-0.382024225,-1.491734144,1.061377771,2.926837244,2.880688299,0.063526819,0.016377158,1.735268435,1.332608482,0.12797327,0.397617411,0.397617411,0.418504911,0.072339498,-0.7491093,-1.300626131,0.268960031,0.621263558,0.621263558,2
240,0.97685728,0.010125933,-3.452247672,11.4390384,0.100627694,1.015318236,0.544594898,0.083539844,0.00327184,-0.471352955,-1.39178739,0.0572,0.150950926,0.150950926,0.048154487,0.008457746,1.671805976,1.350728946,0.091966005,0.322171856,0.322171856,2
241,1.142623806,0.061040309,1.383849273,0.086508595,0.24706337,1.649233479,0.649300083,0,0,0,-3,0,0,0,0.303876132,0.000993207,-1.600000837,1.428339232,0.031515193,0.332574981,0.115267983,2
242,1.292729705,0.306787475,-0.636145542,-1.178936207,0.55388399,1.796962323,1.507761333,0,0,0,-3,0,0,0,0.175045269,0.016859878,0.175150245,-1.841719742,0.129845592,0.327387398,0.32455965,2
243,-1.085666954,1.526962664,0.055977438,-1.883897321,1.235703307,0.28920099,2.674101037,0.066915195,0.006040092,0.452790966,-1.586048018,0.077718032,0.187718422,0.187718422,0.123403453,0.01449149,0.109749773,-1.727691424,0.120380607,0.295663987,0.295663987,2
244,-2.157431633,0.003829677,-0.733261231,-1.13932522,0.06188438,-2.107839841,0.156995732,0.039081377,0.002698531,0.768119629,-1.163655466,0.051947387,0.138386077,0.138386077,0.23903654,0.05117097,0.026907534,-1.85206845,0.226210013,0.502949888,0.502949888,2
245,-4.610668374,7.032674785,-1.009518525,-0.204357539,2.651919076,-2.107839841,9.112689779,0,0,0,-3,0,0,0,0.507920892,1.06E-05,-0.258064447,-1.201937188,0.003252964,0.511588239,0.008638351,2
246,-17.57956331,9.104780786,0.412540778,-1.232806805,3.017412929,-11.45168101,10.61674686,0,0,0,-3,0,0,0,0.503382769,1.69E-06,2.666666667,5.111111111,0.001298644,0.507278702,0.004328814,2
247,-12.52928863,118.4081309,0.366144867,-1.745974423,10.88155002,2.483420579,24.90369509,0,0,0,-3,0,0,0,0.505197016,1.21E-05,1.079800269,-0.596171491,0.003481849,0.511588239,0.008638351,2
248,16.90356061,234.9561433,-0.66675534,-1.436775752,15.3282792,29.94015127,37.3430961,0,0,0,-3,0,0,0,0.35324138,0.016881428,-0.985924747,-0.113470729,0.129928548,0.502949888,0.492875136,2
249,16.11615283,93.30966331,-0.068896926,-1.241109901,9.659692713,29.91631855,28.15013381,0,0,0,-3,0,0,0,0.363663845,0.019905782,-1.299442617,0.272250709,0.141087853,0.458544709,0.448469957,2
250,2.466732487,5.208531989,2.738899431,6.661544609,2.282220846,11.79867817,11.14027529,0,0,0,-3,0,0,0,0.35932515,0.001252649,-0.869908904,-0.598311316,0.035392784,0.392749183,0.107915956,2
251,-0.058489774,1.080271109,0.086354809,-1.436902875,1.039360914,1.707708413,3.178447564,0,0,0,-3,0,0,0,0.374192686,4.20E-06,1.351852739,-0.172494172,0.002050032,0.37805277,0.004948825,2
252,-5.015589761,24.4162255,-0.278334976,-1.009872733,4.941277719,1.403037397,16.35037859,0,0,0,-3,0,0,0,0.382739109,8.52E-05,1.554068454,0.524382053,0.009230657,0.402442758,0.024389988,2
253,-15.94375052,0.035202825,2.487957476,6.783017458,0.187624159,-15.08634577,0.96544898,0,0,0,-3,0,0,0,0.399784958,1.00E-05,-0.788841287,-0.447573197,0.003163551,0.402442758,0.009693575,2
254,-6.230529559,30.07609262,-0.820660797,-1.168103439,5.48416745,-1.892375448,13.91219628,0,0,0,-3,0,0,0,0.405253264,0.001202788,2.130381617,3.036817817,0.034681229,0.507278702,0.119403567,2
255,-3.641477072,1.062562398,-0.311291339,-1.006297093,1.030806674,-1.803117889,3.648874689,0,0,0,-3,0,0,0,0.501596285,1.49E-05,0.646715945,-1.428844055,0.003866058,0.507278702,0.008677079,2
256,-1.717562564,0.590064852,-0.452057385,-0.866758295,0.768156788,-0.71378472,2.662767645,0,0,0,-3,0,0,0,0.498077476,2.01E-06,-2.338738329,3.46969697,0.001419397,0.498601623,0.004367891,2
257,-5.890802524,10.96672424,-0.415961305,-1.434088802,3.311604481,-2.0709015,8.82188354,0,0,0,-3,0,0,0,0.494233732,1.23E-32,0,-3,1.11E-16,0.494233732,0,2
258,-6.981181413,1.242586847,1.738691198,2.167757053,1.114713796,-3.225603545,4.431325309,0,0,0,-3,0,0,0,0.494233732,1.23E-32,0,-3,1.11E-16,0.494233732,0,2
259,-3.148705231,2.576925108,-1.753719862,1.807125189,1.605280383,-2.077057843,5.539597559,0,0,0,-3,0,0,0,0.494233732,1.23E-32,0,-3,1.11E-16,0.494233732,0,2
260,1.826598548,3.917137191,-0.575528001,-0.930076342,1.979175887,4.618798458,6.702012663,0,0,0,-3,0,0,0,0.494233732,1.23E-32,0,-3,1.11E-16,0.494233732,0,2
261,-1.241732126,3.537383354,-0.132335562,-1.458772131,1.880793278,1.615380187,5.454138017,0.013911775,0.002012939,3.372128936,10.59471349,0.044865784,0.223117679,0.223117679,0.371447915,0.032431511,-1.111292233,-0.355184795,0.180087509,0.494233732,0.494233732,2
262,-1.752812074,1.444105594,1.468913025,0.901845657,1.201709446,1.36303254,4.28371033,0.0864531,0.008630862,0.461397685,-1.327850705,0.092902435,0.246017664,0.246017664,0.333816365,0.154734476,0.548670071,-1.422745998,0.393363033,1,1,2
263,-0.122202976,1.506041388,-0.967022292,-0.95346931,1.227208779,0.852241675,3.012412008,0.707393244,0.19645091,-0.923578299,-1.102947455,0.443227831,1,1,0.227873496,0.155860048,1.254502372,-0.303323904,0.394791145,1,1,2
264,0.21991555,0.001473502,1.07445738,-0.475771609,0.038386226,0.307660763,0.116911531,0.916528905,0.002579844,0.694095585,-1.194145996,0.050792161,1,0.130089205,0,0,0,-3,0,0,0,2
265,1.336114948,0.289506252,-1.101975774,-0.399972582,0.538057852,1.7200191,1.529269868,0.867350037,8.37E-05,-0.696164812,-0.819474722,0.009150239,0.878642175,0.026434094,0,0,0,-3,0,0,0,2
266,4.340479975,10.88231872,0.451049771,-1.796552695,3.298835964,8.466138334,6.764585242,0.450367044,0.151424215,-0.191352518,-1.868107578,0.389132644,0.852208081,0.852208081,0.161711442,0.047128413,0.705477319,-1.375803621,0.217090795,0.553659859,0.553659859,2
267,1.854484309,26.47865521,0.342641968,-1.757146435,5.145741463,8.466138334,11.83344842,0,0,0,-3,0,0,0,0.446154105,0.001486937,1.694094957,2.342827779,0.038560827,0.561859066,0.149837201,2
268,-0.359963591,1.23E-32,0,-3,1.11E-16,-0.359963591,0,0.395863531,0.004881522,-0.856163329,-0.845533915,0.069867891,0.472076341,0.209232442,0,0,0,-3,0,0,0,3
269,-0.359963591,1.23E-32,0,-3,1.11E-16,-0.359963591,0,0.41805346,4.41E-06,1.036130647,-0.926433283,0.002100366,0.421507081,0.004730987,0,0,0,-3,0,0,0,3
270,-0.359963591,1.23E-32,0,-3,1.11E-16,-0.359963591,0,0.210211167,0.040138995,-0.046310243,-1.943455127,0.200347186,0.416776094,0.416776094,0.149313298,0.029992216,0.359152413,-1.809252936,0.173182608,0.382976415,0.382976415,3
271,-0.89028059,0.091546341,0.865539142,-1.017795343,0.302566258,-0.359963591,0.803052145,0,0,0,-3,0,0,0,0.462475065,0.005122373,-0.778474213,-1.159290522,0.071570755,0.528636995,0.190902091,3
272,-0.727694356,0.028885256,-0.306202535,-1.293238336,0.16995663,-0.535333804,0.504600295,0,0,0,-3,0,0,0,0.354485947,0.017980866,-0.022535717,-1.897336583,0.13409275,0.498601623,0.293021718,3
273,-0.492813947,0.00065228,-0.653148564,-1.222303621,0.025539774,-0.470723338,0.064610466,0,0,0,-3,0,0,0,0.321313811,0.005829504,-0.15154555,-1.789337728,0.07635119,0.412021865,0.194714867,3
274,-0.453370898,4.95E-05,-0.797907173,0.290265394,0.007036371,-0.446109953,0.024613385,0,0,0,-3,0,0,0,0.488644523,0.011536238,0.793713914,-1.216154246,0.107406882,0.669198607,0.266755849,3
275,-0.124418677,0.06543892,-0.130249343,-1.423195523,0.25581032,0.32612056,0.772230513,0,0,0,-3,0,0,0,0.661667231,0.000108735,-1.906261372,2.808999237,0.010427597,0.669198607,0.040404105,3
276,0.32612056,1.23E-32,0,-3,1.11E-16,0.32612056,0,0,0,0,-3,0,0,0,0.399652537,0.012372807,0.949928913,-0.570539356,0.11123312,0.628794502,0.333130515,3
277,0.150384644,0.028308001,-0.072310002,-1.827880546,0.168249818,0.32612056,0.375346102,0,0,0,-3,0,0,0,0.610927752,0.002423926,-0.213392967,-0.407437015,0.049233383,0.718296453,0.202417784,3
278,0.098174259,0.003563956,-0.097217278,-1.33133662,0.059698879,0.178442798,0.190749182,0,0,0,-3,0,0,0,0.647391324,0.017756745,-2.057187597,4.672140004,0.133254437,0.745273013,0.685907816,3
279,0.408021533,0.01463709,-0.635764702,0.314607131,0.120983842,0.575331022,0.52610548,0,0,0,-3,0,0,0,0.708452484,0.028622668,-2.281510015,4.91263489,0.169182351,0.797069798,0.772661845,3
280,1.049313878,11.96924194,0.761319121,0.113247799,3.459659223,9.015650773,13.45557077,0,0,0,-3,0,0,0,0.575330904,0.064462623,-0.6681073,-1.041705155,0.253894906,0.790744799,0.787917051,3
281,-3.587352423,0.659247501,0.395476213,-0.651714465,0.811940577,-1.627690423,3.14534173,0,0,0,-3,0,0,0,0.681560938,0.014844028,-1.022464775,-0.069098296,0.12183607,0.809597111,0.38809003,3
282,-3.114217639,1.363913848,0.242538208,-1.431832352,1.167867222,-1.467661765,3.755890322,0,0,0,-3,0,0,0,0.730321757,0.025934115,-2.100209982,4.468154409,0.161040724,0.843233784,0.783868587,3
283,-4.719759932,0.33009085,-0.432324142,-1.120528917,0.574535334,-3.989786059,1.758662795,0,0,0,-3,0,0,0,0.546852874,0.038195808,0.471378538,-1.36753055,0.195437478,0.852208081,0.5196331,3
284,-5.123633685,0.284370997,-0.10759556,-0.930465178,0.533264472,-4.230243299,1.805511821,0,0,0,-3,0,0,0,0.75654038,0.004101799,-1.820478048,2.186719005,0.064045288,0.793912466,0.244378409,3
285,-5.118179662,1.644552634,0.170098885,-0.608112107,1.282401121,-2.41260838,4.785992493,0,0,0,-3,0,0,0,0.801740926,0.067802895,-1.182789032,0.455551899,0.260389891,1,0.954455833,3
286,-1.440422836,180.8376361,0.038669508,-1.52172474,13.44758848,16.51833468,36.53976485,0,0,0,-3,0,0,0,0.7560551,0.020502305,0.36125298,-0.764681269,0.14318626,1,0.458770696,3
287,0.215036655,77.98976192,0.079542224,-1.354015134,8.83118123,15.25387294,27.39048957,0,0,0,-3,0,0,0,0.734311753,0.07121843,-1.067034886,-0.019976208,0.266867813,0.964533605,0.947265716,3
288,2.075589014,30.80673823,0.344819487,-1.613602894,5.550381809,10.10730184,13.77348141,0,0,0,-3,0,0,0,0.958361737,0.008131729,-2.28446117,4.163204916,0.090176101,1,0.371205498,3
289,-1.520050247,16.08270678,-1.207292981,0.923191907,4.010325022,4.603376538,17.33530826,0,0,0,-3,0,0,0,0.596652892,0.040891928,-1.487075218,1.001322324,0.202217526,0.812703763,0.78829581,3
290,-2.372565151,12.87348063,0.783103942,-0.872262873,3.587963298,4.624967299,10.8090554,0,0,0,-3,0,0,0,0.942850794,0.00831749,-1.191811842,-0.379409293,0.091200273,1,0.241515568,3
291,-0.391754375,1.62079701,0.061373746,-1.514186396,1.273105263,1.319950966,3.904976854,0,0,0,-3,0,0,0,0.99984008,2.30E-07,-2.666666667,5.111111111,0.000479761,1,0.001599202,3
292,-1.036126812,0.322434888,0.111725954,1.668496552,0.567833504,0.68609374,3.520541911,0,0,0,-3,0,0,0,0.74206846,0.066371267,-0.138787172,-1.844027222,0.257626216,1,0.602382589,3
293,-4.871928588,6.762414522,-0.089654921,-1.33572071,2.60046429,-1.030703133,7.960097351,0,0,0,-3,0,0,0,0.564684024,0.003306098,0.36724605,-1.140974388,0.057498675,0.669198607,0.174964875,3
294,-0.144735427,31.01083596,-0.385317153,-1.324979904,5.568737375,6.533417415,16.40100794,0,0,0,-3,0,0,0,0.563742899,0.026783998,-1.680255723,1.733731889,0.163658173,0.672789414,0.627245247,3
295,0.18116839,8.410094497,0.022133801,-1.306538105,2.900016293,4.264158536,10.03731741,0,0,0,-3,0,0,0,0.623566871,0.001176203,-0.377935756,-0.764233701,0.034295818,0.665594426,0.111934567,3
296,-0.313581746,11.60598551,-0.695925038,-1.188465525,3.406755864,3.841839828,9.778723831,0,0,0,-3,0,0,0,0.648894119,0.000746299,0.325769935,-1.598575277,0.027318473,0.690546268,0.06928271,3
297,-6.246977633,11.45610274,0.10377339,-1.393707944,3.384686505,0.199979062,10.69671522,0,0,0,-3,0,0,0,0.729717546,0.001296908,0.771901064,-0.839672536,0.036012614,0.806480453,0.115934185,3
298,-7.669000939,30.12858216,-0.941342307,-0.945822205,5.488950916,-3.259488464,14.1816906,0.062524327,0.011023608,1.206290465,-0.372407443,0.10499337,0.273901019,0.273901019,0.555336219,0.134475549,-0.779998972,-1.319934548,0.36670908,0.825031591,0.825031591,3
299,-5.067697202,49.92814114,-0.834465409,-0.938380115,7.065984796,1.953934465,19.08925043,0.064528245,0.012540418,1.207044894,-0.489158422,0.111984008,0.273901019,0.273901019,0.547705524,0.119807959,-0.861059363,-1.138296119,0.346132863,0.806480453,0.806480453,3
300,-3.06038491,0.011022837,-2.090709439,2.829510199,0.104989698,-3.009992486,0.372721438,0,0,0,-3,0,0,0,0.75136151,0.01853867,-0.687054061,-1.354324678,0.136156783,0.864045799,0.326995752,3
301,14.22551101,105.573066,-1.032069923,-0.925880223,10.27487548,20.83202054,23.8512528,0,0,0,-3,0,0,0,0.630379718,0.087794896,-0.383961304,-1.167718039,0.296302034,0.969821713,0.952553824,3
302,9.902082572,49.11769503,0.141678783,-1.569414114,7.008401746,19.96986145,18.68991428,0,0,0,-3,0,0,0,0.902325953,0.008762934,-1.7240736,2.955748614,0.093610545,0.967181271,0.451302602,3
303,11.03166558,44.92332195,0.7799301,-0.585631274,6.702486251,26.86464872,23.6205626,0,0,0,-3,0,0,0,0.694416846,0.05795403,-1.658130407,1.301994954,0.240736432,0.846234473,0.843406725,3
304,2.547384995,1.644569821,1.226962355,-0.481127118,1.282407822,4.927292814,3.099552499,0,0,0,-3,0,0,0,0.61597155,0.029581158,-1.814590632,2.483131172,0.171991737,0.748592815,0.745765067,3
305,0.885894949,0.882662544,-0.257861635,-1.767039044,0.939501221,1.827740315,2.215393732,0,0,0,-3,0,0,0,0.634409005,0.000135097,0.968668856,-0.171515468,0.011623136,0.658345543,0.037081985,3
306,-0.117401058,0.507248926,-1.518563692,1.263153224,0.712214101,0.563024163,2.750899441,0,0,0,-3,0,0,0,0.666995577,0.000152116,-1.223495075,1.029457206,0.012333527,0.679931302,0.0511368,3
307,-11.08490838,31.42561701,0.240787461,-1.614713838,5.6058556,-2.354113521,15.08706554,0,0,0,-3,0,0,0,0.650388595,0.000129453,-0.780792288,-0.722973466,0.011377753,0.665594426,0.036799924,3
308,-5.61732831,13.11682323,-1.274035699,0.398985292,3.62171551,-1.519977794,13.96163845,0,0,0,-3,0,0,0,0.568770342,0.040350954,-1.265966942,0.716233764,0.200875469,0.787566729,0.784738981,3
309,-2.175582845,0.636691013,-0.499693776,-1.354724162,0.797929203,-1.286101568,2.241417914,0,0,0,-3,0,0,0,0.675955663,0.005484976,0.527625684,-1.3656909,0.074060626,0.790744799,0.19675124,3
310,-4.196490115,0.727973168,0.695426022,0.376690299,0.853213437,-1.803117889,3.818705128,0,0,0,-3,0,0,0,0.902554744,0.002286141,-2.092503805,3.151966766,0.047813612,0.929438048,0.190839002,3
311,-6.032417641,17.34888065,0.411928512,-1.487815096,4.165198753,0.538410506,10.95099763,0,0,0,-3,0,0,0,0.869262146,0.001474102,0.410047877,-1.762088943,0.038394031,0.918378255,0.09028909,3
312,-0.479984461,7.168613061,-0.556394803,-0.361285389,2.677426574,3.321099695,10.49803193,0.07029321,0.014591064,1.181378316,-0.537046738,0.120793475,0.327387398,0.327387398,0.611081129,0.133427799,-1.026306276,-0.893511335,0.365277701,0.846234473,0.846234473,3
313,1.161783744,1.092554615,-0.64341874,-1.079748371,1.045253373,2.206345463,3.003203924,0.815392536,0.075448172,-1.83002702,2.52044583,0.274678307,1,1,0.023780377,0.013595135,5.041580793,24.3719719,0.116598176,0.728500991,0.728500991,3
314,-0.794033787,0.066087482,0.354565628,1.177928045,0.257074857,0.024612769,1.20916821,0.002617877,0.000301665,7.369132755,55.64582999,0.017368518,0.150950926,0.150950926,0.870469277,0.050760893,-2.717448621,6.716627843,0.225301781,1,1,3
315,0.024612769,0,0,-3,0,0.024612769,0,0.240068546,9.13E-05,-0.72832831,8.899636007,0.009554287,0.262843899,0.075125477,0,0,0,-3,0,0,0,3
316,0.024612769,0,0,-3,0,0.024612769,0,0.234635408,3.08E-33,0,-3,5.55E-17,0.234635408,0,0,0,0,-3,0,0,0,3
317,-0.546537769,0.094907167,1.215530606,-0.276611576,0.308070068,0.092297913,0.849157751,0.238909611,1.90E-05,0.453821,-1.174328046,0.004364084,0.246017664,0.011382256,0,0,0,-3,0,0,0,3
318,-0.756859838,0,0,-3,0,-0.756859838,0,0.246017664,0,0,-3,0,0.246017664,0,0,0,0,-3,0,0,0,3
319,-0.744891081,6.25E-05,-0.451471469,-1.718094814,0.007903186,-0.738399033,0.018460805,0.246017664,0,0,-3,0,0.246017664,0,0,0,0,-3,0,0,0,3
320,-0.727845635,1.82E-05,-2.056461818,2.253053887,0.004268987,-0.726091863,0.01230717,0.246017664,0,0,-3,0,0.246017664,0,0,0,0,-3,0,0,0,3
321,-0.70132379,0.000326478,-0.133131782,-1.840944909,0.018068698,-0.683016972,0.039998103,0.246017664,0,0,-3,0,0.246017664,0,0,0,0,-3,0,0,0,3
322,-0.669171547,0.000138116,-0.255700919,-1.860550165,0.01175226,-0.658402885,0.024614087,0.246017664,0,0,-3,0,0.246017664,0,0,0,0,-3,0,0,0,3
323,-0.649418769,2.99E-05,-1.036130647,-0.926433283,0.005463813,-0.646095877,0.012307008,0.239855388,6.30E-05,-0.571900509,-1.604148743,0.00793612,0.246017664,0.017123985,0,0,0,-3,0,0,0,3
324,-0.646095877,1.23E-32,0,-3,1.11E-16,-0.646095877,0,0.235662146,6.12E-06,0.889428823,0.706570742,0.002474085,0.24034327,0.011449591,0,0,0,-3,0,0,0,3
325,-0.984673741,0.018423046,1.106541451,0.080292404,0.135731522,-0.646095877,0.455378544,0.244258602,6.89E-06,-0.821633625,-1.324918186,0.002624369,0.246017664,0.005674394,0,0,0,-3,0,0,0,3
326,-0.964364032,0.001460921,-1.434291264,1.35653514,0.038221997,-0.904548614,0.156924489,0.246017664,0,0,-3,0,0.246017664,0,0,0,0,-3,0,0,0,3
327,-0.863472554,0.003127625,0.185915223,-1.160740827,0.055925171,-0.756859838,0.212304047,0.247822885,6.92E-06,0.771743633,-1.404411765,0.002631539,0.251658979,0.005641315,0,0,0,-3,0,0,0,3
328,-0.687109131,0.000699589,-1.115625685,-0.535185598,0.026449741,-0.670709916,0.083073117,0.059862589,0.010773699,1.193340523,-0.534191382,0.10379643,0.251658979,0.251658979,0.454864266,0.081681029,-0.941297427,-1.083072992,0.285798932,0.654700637,0.654700637,3
329,-0.670709916,1.11E-31,0,-3,3.33E-16,-0.670709916,0,0,0,0,-3,0,0,0,0.661327404,6.38E-05,0.828169331,0.902173671,0.007985105,0.679931302,0.036248485,3
330,-0.283360056,0.156603564,0.255194246,-1.66581978,0.395731682,0.332273831,1.002983747,0,0,0,-3,0,0,0,0.665067734,4.07E-05,0.101848212,-1.77120965,0.006379797,0.672789414,0.014443871,3
331,0.246529076,0.027293735,0.208732047,-0.929496542,0.165208155,0.510720234,0.523026618,0,0,0,-3,0,0,0,0.672753506,1.28E-07,-9.84937059,95.01010101,0.000357281,0.672789414,0.003590807,3
332,-4.324315331,12.5316883,-0.440035471,-1.29310295,3.540012471,0.147676739,10.2051573,0,0,0,-3,0,0,0,0.648055213,9.63E-05,0.221174026,-1.032465211,0.009813622,0.669198607,0.032931316,3
333,-7.375822582,2.19173249,-0.100211954,-1.10594382,1.480450097,-5.143304712,4.911062208,0,0,0,-3,0,0,0,0.672005782,0.000128582,0.389894894,-1.153273934,0.011339415,0.690546268,0.032200725,3
334,-3.289093951,7.311674293,0.932751475,-0.171329365,2.704010779,3.013072404,9.676376662,0,0,0,-3,0,0,0,0.690546268,1.97E-31,0,-3,4.44E-16,0.690546268,0,3
335,2.778212044,2.447192791,-0.488846615,-0.560495825,1.564350597,5.08775345,5.826152483,0,0,0,-3,0,0,0,0.689828185,2.72E-05,-1.223493455,2.345075543,0.005216593,0.697558773,0.024769359,3
336,-2.096303862,0.388482422,-0.289626067,-1.044686933,0.62328358,-0.86147227,2.259401596,0,0,0,-3,0,0,0,0.672194268,4.17E-05,-0.189969722,-1.247290629,0.006453843,0.679931302,0.01795453,3
337,-1.926346125,0.089233737,-0.605176262,0.056493276,0.298720166,-1.535365049,1.379153313,0,0,0,-3,0,0,0,0.671554056,3.09E-05,0.345797606,-1.176665108,0.00555914,0.679931302,0.01795453,3
338,-6.676653234,2.736135925,0.759849733,-0.643836096,1.654126937,-3.053111959,5.518534428,0,0,0,-3,0,0,0,0.654913352,0.000152944,1.070119248,-0.137828404,0.012367058,0.683482577,0.03979976,3
339,-0.441817146,4.887045112,-0.656030776,-0.950979691,2.210666215,1.840051627,7.128424724,0,0,0,-3,0,0,0,0.692652039,6.44E-06,-1.473481001,0.525342063,0.002536951,0.694058872,0.007038005,3
340,-0.32750966,0.08650715,-1.229223803,0.21352324,0.294120978,0.067685126,1.086080337,0,0,0,-3,0,0,0,0.685347029,9.30E-05,-1.401037737,1.533978324,0.009643995,0.694058872,0.039358235,3
341,-4.139737577,20.26544836,-0.214989798,-1.893946771,4.501716158,0.215362121,9.796718933,0,0,0,-3,0,0,0,0.355533133,0.050460582,0.167322925,-1.514660183,0.22463433,0.654700637,0.651872889,3
342,-4.988556279,2.949026544,-0.455731774,-0.523789889,1.717272996,-2.772858664,6.438534317,0,0,0,-3,0,0,0,0.824600686,0.018370827,-1.542400838,0.929557518,0.135539022,0.907190599,0.471627768,3
343,-4.216967881,0.529970498,0.393396141,-1.305594358,0.727990727,-2.880641977,2.40773112,0,0,0,-3,0,0,0,0.810038771,0.037555374,-1.952781136,2.210541296,0.19379209,0.901547893,0.666912485,3
344,0.248915116,5.232041773,-0.029460605,-1.503134659,2.287365684,3.185558865,6.534384589,0.016619977,0.003125363,3.566689764,12.14300252,0.055904951,0.306354424,0.306354424,0.237927159,0.007307309,-1.802683219,2.854201899,0.0854828,0.347972937,0.347972937,3
345,-0.410113089,0.001821526,-2.09184426,2.665159545,0.042679334,-0.390730068,0.135373639,0.759780373,0.013981631,-1.84947041,2.818677369,0.118243948,0.840223762,0.518051906,0,0,0,-3,0,0,0,3
346,-0.337258039,0.001336329,-0.694175285,-1.233624613,0.036555832,-0.298430873,0.095375848,0.829943256,1.22E-05,1.670848409,1.201677831,0.00348731,0.840223762,0.012134597,0,0,0,-3,0,0,0,3
347,-0.432234448,0.005187565,0.373070823,-1.739396517,0.072024753,-0.335350468,0.159986322,0.828089165,1.11E-31,0,-3,3.33E-16,0.828089165,0,0,0,0,-3,0,0,0,3
348,-0.497428937,2.06E-06,0.771743633,-1.404411765,0.001435201,-0.49533679,0.003076687,0.828089165,1.11E-31,0,-3,3.33E-16,0.828089165,0,0,0,0,-3,0,0,0,3
349,-0.49533679,3.08E-33,0,-3,5.55E-17,-0.49533679,0,0.828089165,1.11E-31,0,-3,3.33E-16,0.828089165,0,0,0,0,-3,0,0,0,3
350,-0.398730827,0.03834751,1.205164096,-0.221023702,0.195825203,0.012306384,0.658402261,0.825581954,1.38E-06,1.66585346,0.775067751,0.001174682,0.828089165,0.003057574,0,0,0,-3,0,0,0,3
351,-0.998173269,0.224219627,0.505963515,-1.435935562,0.473518349,-0.246128277,1.193837155,0.825031591,1.23E-32,0,-3,1.11E-16,0.825031591,0,0,0,0,-3,0,0,0,3
352,-1.622770838,0.023579065,0.259221873,-1.869958372,0.153554763,-1.439965432,0.323141567,0.825031591,1.23E-32,0,-3,1.11E-16,0.825031591,0,0,0,0,-3,0,0,0,3
353,-2.442588762,0.087852043,1.388189791,0.61535163,0.296398453,-1.763106999,0.942006096,0.133674087,0.085170802,1.787018897,1.285289545,0.291840371,0.825031591,0.825031591,0.497888448,0.065099832,-1.372565321,0.002937607,0.255146688,0.697558773,0.697558773,3
354,-1.522987692,0.317539344,0.282582536,-0.771633198,0.563506294,-0.36611688,1.94797495,0,0,0,-3,0,0,0,0.818314321,0.024174052,-0.476261899,-1.634705373,0.15548007,0.959216441,0.369179914,3
355,0.147634431,0.596816749,0.477511849,-1.216452145,0.772539157,1.593837412,2.295315014,0,0,0,-3,0,0,0,0.919017035,0.001756385,-1.378418844,0.146207699,0.041909244,0.945794292,0.114657183,3
356,-1.200287151,3.9649277,0.014213569,-1.165124445,1.991212621,1.680009589,6.588789671,0,0,0,-3,0,0,0,0.54709295,0.083693525,-0.745328622,-1.067251005,0.289298333,0.831137109,0.81386922,3
,,,,,,,,,,,,,,,0.671847809,0.011087079,-1.414567254,4.300432175,0.105295199,0.800216862,0.618526287,3
